Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
UTC,Scrypt,PoW/PoS,50235211.141939,100000000.0,-0.32662623967409066,0.9812100178922832,-0.5304455383486542,0,UltraCoin
VIA,Scrypt,PoW,23150892.1679687,23000000.0,-0.16519608225588797,-1.0616362990967254,0.007167067833089047,3,ViaCoin
VRC,Scrypt,PoST,32021108.4136696,0.0,-0.2855705046368958,0.5996022043942166,-0.19794223922251866,0,VeriCoin
VTC,Lyra2REv2,PoW,51173723.8166347,84000000.0,-0.19789784051012757,-1.2439278672035932,0.1798147347794796,3,Vertcoin
WDC,Scrypt,PoW,119606941.0,265420800.0,-0.16229937916082157,-1.061739050095227,0.007113444892813421,3,WorldCoin
XC,X11,PoW/PoS,6950831.0970606,5500000.0,-0.401010433335871,1.1907903687336214,-0.48059316106242017,0,X11 Coin
XCR,Multiple,PoS,100000000.0,0.0,-0.2582413246812801,0.3313459136552248,0.10207656659016043,0,Crypti
XJO,SHA-256,PoW,39195739.362088,45000000.0,-0.15011715333256095,-1.266547234660268,0.16764300469816398,3,JouleCoin
XST,X13,PoW/PoS,33093725.4123502,0.0,-0.26952282828982743,1.5554358850567114,-0.6450989805593448,0,StealthCoin
ZCC,Scrypt,PoW/PoS,147990237.978331,1000000000.0,-0.3190522857963752,0.9807379162491169,-0.5305546001876984,0,ZCC Coin
BCN,CryptoNight,PoW,184066828814.0,184467440735.0,3.8566963036037936,-2.3706466341816084,0.28425077208109406,3,ByteCoin
XDN,CryptoNight,PoW,6906587610.38292,10000000000.0,0.45585616970577303,-2.334206086268819,0.36009539685338415,3,DigitalNote 
BURST,Shabal256,PoC,1813033920.0,2158812800.0,-0.08058025146583664,1.8822837884923225,-0.5712662619452303,0,BurstCoin
SJCX,Counterparty,PoS,51173144.0,500000000.0,-0.35694475422637295,1.7738902317029357,-0.08405250035794325,0,StorjCoin
MONA,Scrypt,PoW,68194674.8711679,105120000.0,-0.16406372786743348,-1.0616667998538836,0.00714462626236496,3,MonaCoin
NTRN,SHA-256,PoW/PoS,39121694.0,68000000.0,-0.31226185236486703,0.7763199956826262,-0.36995569549125107,0,Neutron
FAIR,Groestl,PoW/PoS,53193831.0,0.0,-0.3682989867767627,0.884819444621749,-0.45361404266218297,0,FairCoin
NLG,Scrypt,PoW,415032420.0,1680000000.0,-0.14866309264977456,-1.0624317207475449,0.006893005132802674,3,Gulden
RBY,Scrypt,PoS,27184490.3918338,0.0,-0.2886070611259847,0.9078741519082604,-0.22043839957756364,0,RubyCoin
PTC,Scrypt,PoW,137517654.41397,166386000.0,-0.16278261991770882,-1.0616771206394302,0.007115533831321261,3,PesetaCoin
KORE,X13,PoW/PoS,2022464.886973,12000000.0,-0.26981731334774217,1.5554183197914646,-0.6450892408656755,0,Kore
WBB,Scrypt,PoW,181919.2435974,2628000.0,-0.1656210696805889,-1.061632838672361,0.0071767131765336145,3,Wild Beast Coin
NOTE,Scrypt,PoS,174646113.934655,500000000.0,-0.2832613996270887,0.9076443026269961,-0.2205311981323162,0,Dnotes
FLO,Scrypt,PoW,152270664.860648,160000000.0,-0.1626476736824761,-1.0616683933850597,0.007110966861919129,3,Flo
8BIT,Scrypt,PoW/PoS,1467841.0,0.0,-0.32793082536233853,0.9812492775353178,-0.5304203141046775,0,8BIT Coin
STV,X13,PoW/PoS,7096834.0,10000000.0,-0.26976950504099323,1.5554212110695158,-0.6450908281286812,0,Sativa Coin
ABY,Scrypt,PoW,792537250.0,1000000000.0,-0.14887201814967024,-1.061917888510518,0.006819343887549128,3,ArtByte
FLDC,Stanford Folding,PoW,719416990.0,1000000000.0,-0.10462401289011737,-2.5557297875250584,0.27979650550138063,3,Folding Coin
U,X11,PoS,2689812.0,20000000.0,-0.3619500736808999,1.1173966526278778,-0.17060209402301513,0,Ucoin
UIS,Multiple,PoW,65113302.0,0.0,-0.1353702705170533,-1.6381623437145318,0.3296946251225413,3,Unitus
CYP,QuBit,PoW,6365285.0,0.0,-0.2015808447471435,-1.3325816787216287,0.22537330880996928,3,CypherPunkCoin
OMC,Scrypt,PoW,10140044.4430293,3371337.0,-0.16549415738748668,-1.0616297899850253,0.007173207897395044,3,OmniCron
VTR,Scrypt,PoW/PoS,11604722.0,20000000.0,-0.3276652247353067,0.9812415590820137,-0.5304254915201343,0,Vtorrent
GRE,Scrypt,PoW,4610340640.89,10000000000.0,-0.0384375042494431,-1.0656501288528046,0.0047466805621479225,3,GreenCoin
XCN,M7 POW,PoW,708506520.0,1840000000.0,-0.11553506148589576,-2.208940639795278,0.21645788968019097,3,Cryptonite
MSC,Scrypt,PoW,619478.0,619478.0,-0.16562996251718604,-1.0616315568125736,0.0071767298481178335,3,MasterCoin
SOON,SHA-256,PoW,12462620.0,21000000.0,-0.15061383931854683,-1.2665430443679775,0.16765425492144279,3,SoonCoin
1CR,Scrypt,PoW,88213.0,92000000000.0,0.48651976702269295,-1.113369439347266,-0.0005164932435355677,3,1Credit
ISL,X11,PoW/PoS,1513704.0,0.0,-0.40111583816244817,1.1907915689442763,-0.48059082118821633,0,IslaCoin
NXS,SHA3,PoW/nPoS,63657220.0,78000000.0,-0.45412037683383344,2.9146203843477623,-0.6742929474251076,0,Nexus
MARS,X11,PoW,32221574.820996,33000000.0,-0.2381999657836282,-0.8520964895818572,0.05699260408553774,3,MarsCoin 
CTO,Lyra2RE,PoW,13742738.0,65789100.0,-0.1584781823599337,-2.0244311367435754,0.35192702611721166,3,Crypto
ACP,SHA-256,PoW,14747200.0002,53760000.0,-0.15035370625471894,-1.266560672281454,0.16765072546560117,3,Anarchists Prime
DRZ,QUAIT,PoW/PoS,8568038.35935056,5060000.0,-0.41517701836012866,1.5804489036066065,-0.7338219679301298,0,Droidz
BSC,X11,PoW,15863837.5,21000000.0,-0.23848484736291262,-0.8520954357530885,0.056999263425720904,3,BowsCoin
SQL,X11,PoS/PoW,329200.01639,0.0,-0.38625451133732674,0.805976192731069,-0.05454265585694492,0,Squall Coin
SONG,Scrypt,PoW,32565300.0,210240000.0,-0.16375379239440702,-1.0617383198339374,0.007148154849988989,3,Song Coin
ZNY,Scrypt,PoW,75614500.0,250000000.0,-0.16294608016373924,-1.0617456929683633,0.007129945261420061,3,BitZeny
DIGS,Scrypt,PoS,100000000.0,100000000.0,-0.2870087165491648,0.9078432641336026,-0.22047193869790538,0,Diggits
EXP,Ethash,PoW,10495278.0,16906397.0,-0.16579042884038028,-1.8837981235256738,0.3651362551331487,3,Expanse
CON,X13,PoW/PoS,23042604.0,50000000.0,-0.2692911721646042,1.5554042674609276,-0.6450996865145817,0,Paycon
SC,Blake2b,PoW,33098296530.0,0.0,0.38121308728849584,-2.276788633903363,0.3165797598075974,3,Siacoin
EMC,SHA-256,PoW/PoS,43059794.804778,1000000000.0,-0.3056070761520722,0.775797237751561,-0.3700349952080704,0,Emercoin
EGC,X15,PoW/PoS,13530556.4180753,26298000.0,-0.23030643545359702,1.6600762776861198,-0.6756669969560163,0,EverGreenCoin
MND,X11,PoW,15867695.0,16000000.0,-0.23852024375324615,-0.8520926225598547,0.056999680214702274,3,MindCoin
I0C,SHA-256,PoW,20997476.8650231,21000000.0,-0.15050958218587698,-1.2665400731319538,0.1676513039122919,3,I0coin
DCR,BLAKE256,PoW/PoS,10365046.9281661,21000000.0,-0.07964920581852253,0.8918423067543599,-0.39937207974778216,0,Decred
RVR,Scrypt,PoW,210000000.0,210000000.0,-0.16158804865714302,-1.0616764145998614,0.007086825159523457,3,Revolution VR
HODL,1GB AES Pattern Search,PoW,11448949.0,81962100.0,-0.13554002791114925,-2.24587921244261,0.3114328721794497,3,HOdlcoin
EDRC,SHA-256,PoW/PoS,3669691.84494672,22000000.0,-0.3130209948937071,0.7763335228154514,-0.3699395908899842,0,EDRCoin
HTC,X11,PoW/PoS,10996318099.0,26550000000.0,-0.07860428926441977,1.1796882602158285,-0.4866126127422983,0,Hitcoin
GAME,Scrypt,PoW,69836100.0,84000000.0,-0.16419339051020437,-1.0616543511694958,0.007145824874274076,3,Gamecredits
DBIC,SHA-256,PoW/PoS,5129014.0,10500000.0,-0.3130846886905685,0.7763404981043867,-0.36993913378238336,0,DubaiCoin
DIEM,SHA-256,PoW,21739971929.0,21626280000.0,0.26795090118266895,-1.271129218676443,0.15833502702128038,3,CarpeDiemCoin
PWR,NIST5,PoW/PoS,10069449031.9252,0.0,-0.2268714841232445,1.3966750639745749,-0.6037396575906253,0,PWR Coin
BLRY,Scrypt,PoW/PoS,8998743.2411911,42000000.0,-0.3275411064929,0.9812282797223315,-0.5304264302179186,0,BillaryCoin
GPU,Scrypt,PoS,40477042.0,221052632.0,-0.28687771030431136,0.9077544660555127,-0.22046148103244112,0,GPU Coin
ADZ,X11,PoW,45110324.0,84000000.0,-0.23768100007256948,-0.8521206835004927,0.05698388282404828,3,Adzcoin
SOIL,Dagger,PoW,5702048.0,30000000.0,-0.16622840367541236,-1.918294888787947,0.3449177040745584,3,SoilCoin
YOC,Scrypt,PoW,636462.55983338,168351300.0,-0.16444075409276687,-1.0617258782553531,0.0071626974774337965,3,YoCoin
SIB,X11GOST,PoW,17263355.0,24000000.0,-0.15105335600737643,-2.1865674367244696,0.40200391292268534,3,SibCoin
ERC,X11,PoW/PoS,10407269.7881868,384000000.0,-0.3982851375597037,1.1905787149525997,-0.4806260080515782,0,EuropeCoin
ZEIT,Scrypt,PoS,36971236046.8073,99000000000.0,0.8644627465154033,0.8650608321602973,-0.2414909924697427,0,ZeitCoin
SWING,SHA-256,PoW/PoS,4377081.60953993,40000000.0,-0.3128847571669524,0.7763236464175776,-0.369941340718721,0,SwingCoin
SAFEX,Scrypt,PoC,2147483647.0,2147483647.0,-0.09295865079014755,0.8856145489814375,-0.40179639182679416,0,SafeExchangeCoin
NEBU,PoS,PoS,20000000.0,20000000.0,-0.34453437116761326,1.6093798829958845,-0.11846032244953282,0,Nebuchadnezzar
FRN,Scrypt,PoW,6570807.65677618,20000000.0,-0.1654198815859672,-1.0616403840041708,0.007173051431011076,3,Francs
BOLI,X11,PoW,13654082.4987998,25000000.0,-0.23848348570947248,-0.852098454514399,0.05699969297164463,3,BolivarCoin
XRA,X11,PoW/PoS,134554941.15119,75000000.0,-0.39895902667079414,1.1907957067776833,-0.4806430933214876,0,Ratecoin
REV,SHA-256,PoW/PoS,1195525.0,222725000.0,-0.3116283381928338,0.7762197797535629,-0.36995552096068013,0,Revenu
CKC,SHA-256,PoW/PoS,16662820.0,525000000.0,-0.3092966607122146,0.7760551739649346,-0.36998614653803974,0,Clockcoin
VIP,NIST5,PoW/PoS,83450403.0,90000000.0,-0.3482169858616121,1.3931480292911846,-0.6002944283762023,0,VIP Tokens
BSD,X11,PoW/PoS,24387724.5010828,139000000.0,-0.39985109204950087,1.1907213626281192,-0.4806103539140421,0,BitSend
OMNI,Scrypt,PoW,616448.0,616448.0,-0.16563002100877305,-1.0616315561634246,0.007176731149151931,3,Omni
LIR,POS 3.0,PoS,38589808.6658096,33500000.0,-0.36230097644901726,1.7051788801754704,-0.06744238884356306,0,Let it Ride
PUT,Scrypt,PoW/PoS,813092338.575672,2000000000.0,-0.3038390608554728,0.9804070878905301,-0.530868190209257,0,PutinCoin
IBANK,Scrypt,PoW/PoS,4526324.0,44333333.0,-0.3275791988116027,0.9812254105443275,-0.530425078959714,0,iBankCoin
FRWC,Scrypt,PoW/PoS,100000000.0,100000000.0,-0.32601834029436944,0.9812273424866742,-0.5304627450047971,0,Frankywillcoin
MUDRA,X13,PoS,5000000.0,200000000.0,-0.2294386416357714,1.4819295524342209,-0.33511518548566194,0,MudraCoin
PIZZA,X11,PoW,1377917.0,25000000.0,-0.2386334446174337,-0.8521027282105771,0.05700393757437153,3,PizzaCoin
LC,X11,PoS,657000000.0,657000000.0,-0.3494418757586486,1.1172662076189546,-0.17088159692502383,0,Lutetium Coin
KMD,Equihash,dPoW/PoW,115898131.0,200000000.0,-0.2790135394641495,-2.0084792245502587,0.5424598837927863,3,Komodo
GB,X11,PoW/PoS,15563873.0,50000000.0,-0.400589773885832,1.190768341720285,-0.4805998603972704,0,GoldBlocks
CTC,Scrypt,PoW/PoS,43165500.0,90000000.0,-0.3267834864126756,0.9812131804174535,-0.5304422576822827,0,CarterCoin
KRB,CryptoNight,PoW,7822432.72439746,10000000.0,0.3007685003312361,-2.330989673454785,0.3633161207623864,3,Karbo
BXT,SHA-256,PoW/PoS,595429.0,21000000.0,-0.31306563710560337,0.776333014943724,-0.36993844430937883,0,BitTokens
ZYD,SHA-256,PoW,6243840.0,9736000.0,-0.1507696516684723,-1.2665388747727557,0.16765734707158889,3,ZayedCoin
MST,X11,PoW/PoS,657636.34549789,3000000.0,-0.40110502930875724,1.1907895838116203,-0.48059077606821,0,MustangCoin
ZNE,Scrypt,PoW/PoS,2581970.0,21000000.0,-0.3277683530251945,0.9812378556252032,-0.5304224554410808,0,ZoneCoin
COVAL,Multiple,PoW,1000000000.0,1200000000.0,-0.11544376437215771,-1.6385117260910336,0.3292710295621477,3,Circuits of Value
ROOT,Scrypt,PoW/PoS,1939889.0,0.0,-0.3279250590827464,0.9812494418691834,-0.5304204773198301,0,RootCoin
DOPE,Scrypt,PoW,116845228.0,200000000.0,-0.16279686330749266,-1.0617032208296424,0.007119870566692933,3,DopeCoin
BTCR,Scrypt,PoS,169598616.0,0.0,-0.2868674082387256,0.9079237304761255,-0.22048764063626045,0,BitCurrency
DLC,SHA-256,PoW,9106714.0,10638298.0,-0.15072828424721393,-1.266538385547055,0.16765628175100306,3,DollarCoin
SCN,Scrypt,PoW/PoW,665200057.0,3100000000.0,-0.24250343912055763,0.5102953183804924,-0.16946718275747125,0,Swiscoin
SH,Scrypt,PoW,11119200.0,30000000.0,-0.16529343389564502,-1.0616444242749625,0.0071706425349529574,3,Shilling
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000.0,0.04906471082371503,1.6717590062969143,-0.7767658859819476,0,BuzzCoin
XPO,PoS,PoS,74033806.7949683,74000000.0,-0.3434915338815018,1.6093683257781417,-0.11848352088552912,0,Opair
PSB,Scrypt,PoW/PoS,33522957.0,0.0,-0.3275392576378402,0.981260436868967,-0.5304313974704724,0,PesoBit
HALLO,X11,PoW/PoS,264678458.288619,1500000000.0,-0.38726810835881825,1.1900396292790067,-0.48080724976718203,0,Halloween Coin
XZC,Lyra2Z,PoW,7568281.24956067,21400000.0,-0.1564755669598309,-2.223124911308727,0.3386429765442093,3,ZCoin
CFC,PoS,PoS,148716816.0,39999898.0,-0.34282026378297825,1.6094134457813545,-0.11850650001367552,0,CoffeeCoin
ROYAL,X13,PoS,2500124.0,2500124.0,-0.23086919657340002,1.4820397501715354,-0.33509780529117905,0,RoyalCoin
GNJ,X14,PoW/PoS,100000000.0,100000000.0,-0.3865168459343272,1.4083101975643548,-0.8018099942695031,0,GanjaCoin V2
TEAM,PoS,PoS,17818682.1654,301000000.0,-0.34256909160761617,1.6092210976264427,-0.11848306673634011,0,TeamUP
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.26543394669169085,1.67234638409716,-0.7693260400986606,0,LanaCoin
ELE,Ethash,PoW,26205539.0,26205539.0,-0.16553260205517153,-1.8837978838784049,0.3651300455221883,3,Elementrem
ZCL,Equihash,PoW,5613550.0,21000000.0,-0.15660540692625186,-2.136356383431703,0.38896629031571006,3,ZClassic
ARK,DPoS,DPoS,108202084.0,125000000.0,3.7349503967536197,1.688671872611869,-0.22599373216376445,0,ARK
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.4006976019239578,1.1907805565527596,-0.4805991487516047,0,InsaneCoin
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.09235702973448112,-1.067186787615666,0.006272878425392532,3,KiloCoin
ATX,X11,PoW,824000000.0,500000000.0,-0.22521761062476603,-0.8520834749218955,0.056679786386973116,3,ArtexCoin
EMB,X13,PoW/PoS,92192822723.0,850000000.0,0.8622752962898601,1.587041397041403,-0.6770351773742218,0,EmberCoin
